Record Date,Federal Tax Deposit Type,Federal Tax Deposit Type Description,Federal Tax Deposits Today,Federal Tax Deposits Month to Date,Federal Tax Deposits Fiscal Year to Date,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2021-12-28,Corporation Income Taxes,null,144,83975,107324,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,28
2021-12-28,Federal Unemployment Taxes,null,2,40,784,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,28
2021-12-28,Estate and Gift Taxes & Misc IRS Rcpts.,null,5,278,1451,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,28
2021-12-28,Cash Federal Tax Deposits,Through Depositaries,8254,390560,890274,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,28
2021-12-28,Inter-agency Transfers,null,3,8509,28750,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,28
2021-12-27,Withheld Income and Employment Taxes,null,25882,295104,759094,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,27
2021-12-27,Individual Income Taxes,null,645,9461,31859,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,27
2021-12-27,Railroad Retirement Taxes,null,37,481,1346,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,27
2021-12-27,Excise Taxes,null,183,4121,16790,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,27
2021-12-27,Corporation Income Taxes,null,130,83830,107179,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,27
2021-12-27,Federal Unemployment Taxes,null,2,38,782,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,27
2021-12-27,Estate and Gift Taxes & Misc IRS Rcpts.,null,0,273,1445,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,27
2021-12-27,Cash Federal Tax Deposits,Direct,15,2494,7728,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,27
2021-12-27,Cash Federal Tax Deposits,Through Depositaries,26217,382307,882020,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,27
2021-12-27,Inter-agency Transfers,null,647,8507,28748,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,27
2021-12-24,Withheld Income and Employment Taxes,null,10627,269222,733212,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,24
2021-12-24,Individual Income Taxes,null,456,8816,31214,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,24
2021-12-24,Railroad Retirement Taxes,null,35,443,1309,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,24
2021-12-24,Excise Taxes,null,65,3939,16608,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,24
2021-12-24,Corporation Income Taxes,null,109,83700,107049,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,24
2021-12-24,Federal Unemployment Taxes,null,2,36,780,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,24
2021-12-24,Estate and Gift Taxes & Misc IRS Rcpts.,null,8,272,1445,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,24
2021-12-24,Cash Federal Tax Deposits,Direct,27,2479,7713,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,24
2021-12-24,Cash Federal Tax Deposits,Through Depositaries,11229,356089,855803,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,24
2021-12-24,Inter-agency Transfers,null,45,7860,28101,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,24
2021-12-23,Withheld Income and Employment Taxes,null,10447,258595,722585,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,23
2021-12-23,Individual Income Taxes,null,513,8360,30758,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,23
2021-12-23,Railroad Retirement Taxes,null,47,408,1274,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,23
2021-12-23,Excise Taxes,null,120,3874,16543,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,23
2021-12-23,Corporation Income Taxes,null,4803,83592,106940,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,23
2021-12-23,Federal Unemployment Taxes,null,1,35,779,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,23
2021-12-23,Estate and Gift Taxes & Misc IRS Rcpts.,null,5,265,1437,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,23
2021-12-23,Cash Federal Tax Deposits,Direct,363,2452,7686,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,23
2021-12-23,Cash Federal Tax Deposits,Through Depositaries,14589,344861,844574,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,23
2021-12-23,Inter-agency Transfers,null,985,7815,28056,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,23
2021-12-22,Withheld Income and Employment Taxes,null,21530,248148,712138,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,22
2021-12-22,Individual Income Taxes,null,532,7846,30244,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,22
2021-12-22,Railroad Retirement Taxes,null,6,361,1227,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,22
2021-12-22,Excise Taxes,null,39,3754,16423,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,22
2021-12-22,Corporation Income Taxes,null,263,78788,102137,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,22
2021-12-22,Federal Unemployment Taxes,null,2,33,777,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,22
2021-12-22,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,260,1432,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,22
2021-12-22,Cash Federal Tax Deposits,Direct,166,2089,7323,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,22
2021-12-22,Cash Federal Tax Deposits,Through Depositaries,22166,330272,829985,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,22
2021-12-22,Inter-agency Transfers,null,43,6831,27071,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,22
2021-12-21,Cash Federal Tax Deposits,Direct,145,1923,7157,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,21
2021-12-21,Withheld Income and Employment Taxes,null,7868,226618,690608,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,21
2021-12-21,Individual Income Taxes,null,690,7315,29712,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,21
2021-12-21,Railroad Retirement Taxes,null,26,355,1221,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,21
2021-12-21,Excise Taxes,null,43,3715,16384,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,21
2021-12-21,Corporation Income Taxes,null,186,78525,101874,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,21
2021-12-21,Federal Unemployment Taxes,null,2,31,775,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,21
2021-12-21,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,257,1430,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,21
2021-12-21,Cash Federal Tax Deposits,Through Depositaries,8646,308106,807819,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,21
2021-12-21,Inter-agency Transfers,null,27,6787,27028,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,21
2021-12-20,Withheld Income and Employment Taxes,null,26407,218750,682740,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,20
2021-12-20,Individual Income Taxes,null,818,6625,29023,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,20
2021-12-20,Railroad Retirement Taxes,null,34,329,1195,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,20
2021-12-20,Excise Taxes,null,45,3671,16340,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,20
2021-12-20,Corporation Income Taxes,null,336,78339,101688,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,20
2021-12-20,Federal Unemployment Taxes,null,2,29,774,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,20
2021-12-20,Estate and Gift Taxes & Misc IRS Rcpts.,null,141,255,1428,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,20
2021-12-20,Cash Federal Tax Deposits,Direct,100,1778,7012,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,20
2021-12-20,Cash Federal Tax Deposits,Through Depositaries,27656,299460,799173,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,20
2021-12-20,Inter-agency Transfers,null,27,6761,27002,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,20
2021-12-17,Withheld Income and Employment Taxes,null,13976,192343,656333,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,17
2021-12-17,Individual Income Taxes,null,559,5806,28204,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,17
2021-12-17,Railroad Retirement Taxes,null,15,295,1161,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,17
2021-12-17,Excise Taxes,null,28,3626,16295,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,17
2021-12-17,Corporation Income Taxes,null,953,78004,101352,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,17
2021-12-17,Federal Unemployment Taxes,null,4,27,771,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,17
2021-12-17,Estate and Gift Taxes & Misc IRS Rcpts.,null,5,114,1287,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,17
2021-12-17,Cash Federal Tax Deposits,Direct,108,1678,6912,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,17
2021-12-17,Cash Federal Tax Deposits,Through Depositaries,15412,271804,771517,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,17
2021-12-17,Inter-agency Transfers,null,20,6734,26975,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,17
2021-12-16,Withheld Income and Employment Taxes,null,31802,178367,642357,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,16
2021-12-16,Individual Income Taxes,null,476,5247,27645,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,16
2021-12-16,Railroad Retirement Taxes,null,51,280,1146,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,16
2021-12-16,Excise Taxes,null,28,3598,16267,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,16
2021-12-16,Corporation Income Taxes,null,2449,77051,100399,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,16
2021-12-16,Federal Unemployment Taxes,null,2,23,767,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,16
2021-12-16,Estate and Gift Taxes & Misc IRS Rcpts.,null,7,110,1282,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,16
2021-12-16,Cash Federal Tax Deposits,Direct,104,1570,6804,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,16
2021-12-16,Cash Federal Tax Deposits,Through Depositaries,34402,256391,756105,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,16
2021-12-16,Inter-agency Transfers,null,308,6714,26955,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,16
2021-12-15,Withheld Income and Employment Taxes,null,18081,146566,610556,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,15
2021-12-15,Individual Income Taxes,null,823,4771,27169,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,15
2021-12-15,Railroad Retirement Taxes,null,6,229,1095,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,15
2021-12-15,Excise Taxes,null,254,3570,16239,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,15
2021-12-15,Corporation Income Taxes,null,48874,74601,97950,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,15
2021-12-15,Federal Unemployment Taxes,null,3,21,766,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,15
2021-12-15,Estate and Gift Taxes & Misc IRS Rcpts.,null,4,102,1275,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,15
2021-12-15,Cash Federal Tax Deposits,Direct,136,1466,6700,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,15
2021-12-15,Cash Federal Tax Deposits,Through Depositaries,67889,221989,721703,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,15
2021-12-15,Inter-agency Transfers,null,20,6406,26646,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,15
2021-12-14,Inter-agency Transfers,null,803,6386,26627,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,14
2021-12-14,Withheld Income and Employment Taxes,null,5593,128484,592475,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,14
2021-12-14,Individual Income Taxes,null,390,3948,26346,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,14
2021-12-14,Railroad Retirement Taxes,null,5,223,1089,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,14
2021-12-14,Excise Taxes,null,2092,3316,15985,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,14
2021-12-14,Corporation Income Taxes,null,14555,25728,49077,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,14
2021-12-14,Federal Unemployment Taxes,null,2,18,762,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,14
2021-12-14,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,98,1271,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,14
2021-12-14,Cash Federal Tax Deposits,Direct,672,1330,6564,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,14
2021-12-14,Cash Federal Tax Deposits,Through Depositaries,21162,154100,653814,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,14
2021-12-13,Withheld Income and Employment Taxes,null,25965,122892,586882,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,13
2021-12-13,Individual Income Taxes,null,897,3558,25956,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,13
2021-12-13,Railroad Retirement Taxes,null,75,218,1084,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,13
2021-12-13,Excise Taxes,null,566,1224,13893,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,13
2021-12-13,Corporation Income Taxes,null,5460,11173,34522,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,13
2021-12-13,Federal Unemployment Taxes,null,1,16,761,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,13
2021-12-13,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,97,1269,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,13
2021-12-13,Cash Federal Tax Deposits,Direct,179,658,5892,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,13
2021-12-13,Cash Federal Tax Deposits,Through Depositaries,32030,132938,632652,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,13
2021-12-13,Inter-agency Transfers,null,757,5583,25824,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,13
2021-12-10,Withheld Income and Employment Taxes,null,11077,96927,560917,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,10
2021-12-10,Individual Income Taxes,null,369,2661,25059,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,10
2021-12-10,Railroad Retirement Taxes,null,75,143,1009,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,10
2021-12-10,Excise Taxes,null,440,657,13326,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,10
2021-12-10,Corporation Income Taxes,null,2063,5713,29062,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,10
2021-12-10,Federal Unemployment Taxes,null,2,15,759,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,10
2021-12-10,Estate and Gift Taxes & Misc IRS Rcpts.,null,57,96,1268,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,10
2021-12-10,Cash Federal Tax Deposits,Direct,54,479,5713,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,10
2021-12-10,Cash Federal Tax Deposits,Through Depositaries,13069,100908,600622,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,10
2021-12-10,Inter-agency Transfers,null,961,4826,25066,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,10
2021-12-09,Withheld Income and Employment Taxes,null,5186,85850,549840,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,09
2021-12-09,Individual Income Taxes,null,284,2292,24690,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,09
2021-12-09,Railroad Retirement Taxes,null,1,68,933,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,09
2021-12-09,Excise Taxes,null,54,217,12886,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,09
2021-12-09,Corporation Income Taxes,null,981,3651,26999,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,09
2021-12-09,Federal Unemployment Taxes,null,1,13,757,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,09
2021-12-09,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,39,1211,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,09
2021-12-09,Cash Federal Tax Deposits,Direct,65,425,5659,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,09
2021-12-09,Cash Federal Tax Deposits,Through Depositaries,6410,87840,587553,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,09
2021-12-09,Inter-agency Transfers,null,33,3865,24106,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,09
2021-12-08,Withheld Income and Employment Taxes,null,11774,80664,544654,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,08
2021-12-08,Individual Income Taxes,null,301,2008,24406,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,08
2021-12-08,Railroad Retirement Taxes,null,2,67,932,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,08
2021-12-08,Excise Taxes,null,70,164,12833,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,08
2021-12-08,Corporation Income Taxes,null,1267,2669,26018,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,08
2021-12-08,Federal Unemployment Taxes,null,2,12,756,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,08
2021-12-08,Estate and Gift Taxes & Misc IRS Rcpts.,null,5,37,1210,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,08
2021-12-08,Cash Federal Tax Deposits,Direct,92,360,5594,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,08
2021-12-08,Cash Federal Tax Deposits,Through Depositaries,13320,81430,581144,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,08
2021-12-08,Inter-agency Transfers,null,10,3832,24072,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,08
2021-12-07,Cash Federal Tax Deposits,Direct,58,268,5502,IV,Federal Tax Deposits,Classification,9,2022,1,2021,4,12,07
2021-12-07,Withheld Income and Employment Taxes,null,3175,68890,532880,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,07
2021-12-07,Individual Income Taxes,null,310,1707,24105,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,07
2021-12-07,Railroad Retirement Taxes,null,3,65,930,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,07
2021-12-07,Excise Taxes,null,28,93,12762,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,07
2021-12-07,Corporation Income Taxes,null,496,1402,24751,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,07
2021-12-07,Federal Unemployment Taxes,null,1,11,755,IV,Federal Tax Deposits,Classification,6,2022,1,2021,4,12,07
2021-12-07,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,32,1205,IV,Federal Tax Deposits,Classification,7,2022,1,2021,4,12,07
2021-12-07,Cash Federal Tax Deposits,Through Depositaries,3928,68110,567823,IV,Federal Tax Deposits,Classification,10,2022,1,2021,4,12,07
2021-12-07,Inter-agency Transfers,null,28,3822,24063,IV,Federal Tax Deposits,Classification,12,2022,1,2021,4,12,07
2021-12-06,Withheld Income and Employment Taxes,null,18339,65716,529706,IV,Federal Tax Deposits,Classification,1,2022,1,2021,4,12,06
2021-12-06,Individual Income Taxes,null,487,1397,23795,IV,Federal Tax Deposits,Classification,2,2022,1,2021,4,12,06
2021-12-06,Railroad Retirement Taxes,null,32,62,927,IV,Federal Tax Deposits,Classification,3,2022,1,2021,4,12,06
2021-12-06,Excise Taxes,null,20,65,12734,IV,Federal Tax Deposits,Classification,4,2022,1,2021,4,12,06
2021-12-06,Corporation Income Taxes,null,199,906,24255,IV,Federal Tax Deposits,Classification,5,2022,1,2021,4,12,06
